id	comment	Positive	Negative
234	Working fine on wlan but distortion on mobile internet	3	-2
854	Impressed by its versatility in terms of the type of note one can take It's great to have the ability to input URL, photos, audio, and text And great that it has desktop integration for a computer  The drawback that I've encountered is though it offers labels it doesn't offer folders Editing and the dashboard in the app could use an easier interface Still good app though	3	-1
110	Never works right. Every update still never works right. Losses internet connection a lot. Lousy app.	1	-3
22	Won't install. Got a Nexus 4 with loads of free space but installer says it has 0 MB available.	1	-1
941	We arrived at dollar with a 2 pm reservation plus the rapid service I signed up for last week It's now been over an hour in line The placed is mobed with hundreds of customers in line yet very very few counters open It's about 40% running There is no where to sit and crying babies and disappointed families in every corner Food is on the floor and the place is complete disarray I will never rent of the dump again I would rather walk Actually if I had walked to Pasadena I would be almost there Plus the staff are rude and ignorant No compassion for the customers standing in this never ending line rather than be with their families for Xmas My daughter and I flew in from New Jersey to visit my mom She has a whole dinner planned tonight Unfortunately we will be here at dollar waiting for our pre reserved rental car Rush hour starts in 30 minutes, that will end any chance of seeing my family tonight Shame on dollar for not properly staffing their rental car center during the important holiday season	2	-4
464	Can't login in on my iPad 3, tells me my password is incorrect.	1	-2
772	Both the application and the browser version on my iPad 2 are crashing, burning, and totally failing Work cannot get done Woops!	1	-4
198	Slow spreadsheet save. Saving a multitab spreadsheet takes forever.	2	-1
189	Black screen on nexus 7 When the race starts the screen goes black. Can't see car or the track. Please help.	2	-1
735	When I put things into my dropbox folder on my desktop, I can find files by date modified, by name, etc  The app has an incomprehensible and un-modifyable sorting function  It's almost impossible to find files within the app  Once you find them on your phone, I believe you can 'favorite' them  But the challenge is to find them	1	-2
597	Not working with iOS703	1	-1
120	New Update Is Rubbish Its now really laggy and slow when going into the filters,  for manual focus, for turning the flash on and off, I much preferred the old interface - samsung galaxy s3 mini	1	-3
79	Doesnt work Teamspeaks preloaded channel works, but app crashes upon connecting to any other server. Too bad, could've been useful.	2	-2
1107	It's not being installed in Android 23 after finishing download it show that download unsuccessful	1	-3
1010	Love the ability to post stuff as I do it	3	-1
541	Can't open files, files won't update  They show they haven't been modified in months when I modified it five minutes ago and all my other devices and computers not on iOS7 show the update  If these problems get fixed I'll change my rating until then it will remain a 1 star	1	-2
171	Love this game. But since the update it crashes every time I sink my first battle since update. I'm on the galaxy note 2. Please fix and I'll go back to 5 stars	3	-2
1020	Great app! Very trustworthy and reliable! Always works as promised and delivers useful info and travel tips!	3	-1
443	Gave me an error first time after uploading check images. App crashed the second time while uploading check images.	1	-2
1171	Love this app Lets you keep all things you find interesting in one place	3	-1
1174	Was great It was great until apparently it updated on the 27th and now every time I try to use it I get a message the it has stopped working and it force closes! Please fix!	3	-2
341	Use to love this app but it's not working after new update. Pages won't scroll up or down...none of the different tabs work...it's frozen! Please fix ASAP!!!	3	-1
432	"I just blew  54 to sign up for three months of Weight Watchers because of this ap only to discover that this ap is not nearly as good as the free ap called ""Lose It!"" When my Weight Watchers membership expires, I will continue watching my food intake with Lose It!  Meanwhile, I am monitoring my progress using both aps so the transition will be seemless. So far, I'm finding that Lose It! is much faster and easier to use."	2	-2
1114	Amazing -) Amazing app  the best way to stay in touch with ur frnd sharw images  videos   Songs  group chat  great aap  works perfectly  CHEERS -)	4	-1
338	This app was amazing until the most recent update. It says I'm in offline mode even though I'm connected to wifi and all other apps and Internet on my iPhone are working. I can't access anything on the app and there does not appear to be a fix.	3	-1
1065	Really love this app A great help to find attractions and hotels in the place I intend to go Just wondering why, these 3 days there's 'No internet connection' notification everytime I use the app, while I browse on Safari and playing games very smoothly, so I guess no problem with my internet connection Is there anyone experiencing the same with me? I'm using ipod 4th with ios 6 Thank you)	4	-2
896	Very easy to use on any device or OS	1	-1
61	Camera DOOM FX Pictures will not save to external SD card.  In fact they are saving to a temporary folder and are not even showing up in the gallery. Emailed Dev replied dealing with it, have heard nothing since.	1	-2
466	Eh. I have a severe astigmatism, but the astigmatism test said I didn't.  Deleting this app.	1	-2
694	Even Google Drive can refresh folders   Some simple suggestions to increase usability  1 Currently, you have to leave the folder and come back in if you wish to refresh that folder Let me refresh my folder with a refresh button so that I can view changes to files in a more streamlined manner If I am constantly compiling a document on my computer and using my iPad to check that it looks okay or if I am constantly editing a photo and want a high quality, true color representation, then#REFRESH! 2 Refresh Button 3 Button that Refreshes the Current Folder's contents 4 The air smells a bit Why don't we REFRESH it? 5 It is stupidly simple to add a refresh button 6 Mentos The Refresh Button Maker 7 There's space on the top left of the app header to add a refresh button  Nothing is there at the moment It's lonely 8 Give me an R, Give me an E, Give me an F, Give me an R, Give me an E, Give me an S, Give me an H! What does that spell? Easily implementable refresh button with high utility even to people who don't know they need it yet! Yaaay!	3	-2
203	Please fix It's a good game but it don't save when your online if you don't fix it I want my money back	2	-2
1084	Crash on galaxy s4 Whatsapp has stopped On galaxy s4	1	-1
1142	I dislike the update on the news feed, I don't want to see in which boards my pins are being pinned to I prefer the old feed	1	-3
1089	nice great, since now groupchat supporting up to 30 however, when will voice-call via internet available?	3	-1
522	Too many locked frames in the free version. I use other apps more but this has more options to do with your pic	1	-1
236	New update Great app but would be great if app locker could be turned off from widget and also pattern password rather than numbers or letters.	3	-1
799	I have a premium account and I use Evernote for business and personal items all day long and I am very frustrated about the new advertisement section I've been graced with despite paying not to have advertisements  Also, there is no logic behind the new tag section I really like the the tag section, but I want to organize what pops up there I can't find a master list of reminders in the app or the desktop version Maybe I haven't looked hard enough, but this seems to be a gaping oversight  A calandra would be nifty as well	3	-4
511	How do I un subscribe?!??!? My son purchased this and I'm not happy. Charges me  24 a month. Someone give me a hand!!	2	-2
737	At first when I got this it was cool, but then when I changed my mined about having my camera uploads in my Dropbox it says that I don't have any photos in my library when I clearly have photos in my libraryplease fix!!!	2	-1
560	The new update released last week is terrible I can not open many of my files on my Ipad I have to open the files in other programs Drop Box needs to fix this issue	1	-4
515	It is Very Annoying that it won't change to horizontal view on my iPad. I use an attachable keyboard which requires horizontal layouts. Why doesn't this app switch like the REST of them?	2	-4
1197	Perfect Vry gud app for editingplz add some more interesting frame-)	2	-1
750	Nice and smooth photo streaming from device to device	2	-1
209	Widget problem There are problem in widget after some days widget gone and not show in Widgets bar	1	-2
422	Yes	1	-1
856	I'm loving the organization and ease Evernote brings to my life! It's new reminders feature has been amazing!	4	-1
973	Latest update crashes on startup on my iPhone 4s  iOS 51	1	-1
746	The latest revision (as of 10 January 2013) loops endlessly when trying to upload a 411KB file  Had to email it to move to another device	1	-1
645	Simple, just what I needed to make transferring certain photos from phone to computer and vice versa simple Thanks!	2	-2
812	There are some very real bugs in the updated Evernote! 1) It's very crash-prone, even after reinstalling and restarting the device (iPad, iPhone 5, iOS 7) 2) When scrolling, if you're not careful, whatever file you're touching while scrolling tends to open accidentally I want to like Evernote It has potential But after this long, if they still can't figure it out, they're hopeless A note app shouldn't be this cumbersome	2	-4
1069	I work a hotel myself &amp always recommend that our guests post on trip advisor I was browsing looking at our ratings when I found myself browsing other hotels around the country &amp now I want to travel more just to go to the hotels in my saved list! Very helpful in reviews &amp I find it better than Yelp! Or any other review website	3	-2
324	I just installed on my 3Gs and it took forever to load .. Now when I tap  on it it's just a blank white screen .. I'm pissed	1	-3
710	I can't open since the last 2 updates Pop-ups go crazy on the iPhone 5! I'm uninstalling	1	-2
868	but i don't understand why we can't add a website even though it's an option also, it'll be cool to add videos!	2	-1
891	I just struggle to find a use for it, and when I do, I often want PDFs out, which I struggle to acquire at work where it's all Windows all the time	1	-2
472	At first usage I realized that if you go to send an email there is no Cancel or Back button!  My App is stuck on this screen!  I don't know how the rest of it works because it's stuck on that screen :(	1	-2
63	Doesn't work on android I loved this game it used to work brilliantly until the recent update it now says it's not compatible with my android phone. Why???	4	-1
923	Just installed update and it's unusable now because it crashes 100% of the time upon startup	1	-1
158	S2 Update failure This App will not update correctly on Galaxy S2. Looking forward to comment from developer.	1	-3
365	I wanted to join a chat not make 1	1	-1
484	Booked an 18 hole course via the app, was told when I got there it was a 9 hole par 3 and that Golf Now never updated their app for this mistake despite the course's efforts to contact them. Waste of a weekend morning.	1	-2
780	Freezing on start up all the time Becomes useless Considering other apps	1	-3
749	The fact that you can search within folders is extremely useful, and makes accessing files on the go far more convenient I also think the latest style refresh is a big positive in the right direction I use dropbox on all of my devices I would like to see sorting within the app improved (eg by date), but it's good otherwise	4	-1
486	Is been downloading for 2 days and still downloading	1	-1
362	Surprised at the limited number of recipes, the lack of search and advertisements in a paid app. I wouldn't recommend until it is improved, but I did like a few of the recipes.	2	-2
88	Very Angry I bought this app to try to run a powerpoint.  Within one minute I knew it did not work and there was NO refund button for me to press.   15 is a lot of money for me and I bought the app with the understanding that I could try it for 15 minutes.  Here's my update - the app has not been refunded yet.   I tried again to use it and it crashes when accessing Google drive.   It also crashes half the time opening my power point and has no editing features when it does open.   This app would be terrible were it free.   For a high price it's ridiculous	1	-5
417	Hard to get everything u want, many ads, have to pay to read some articles. (I want all NCAA FB news, not just the big tens) or whatever conference u choose	1	-1
826	The new ver7 won't sync with my account   I went back into the desktop app Forced a sync then force quit the new iOS app and re-launched Still nothing   This is the only thing this app is supposed to do C'mon guys, it's broken	1	-2
175	Unstable When typing messages it often locks up/slows down my phone. When I sign out it signs right back in, I have to force close it. Often dont get notifications and get messages late (sometimes not at all).  Also, I wish there was an option to turn off the call button. It is annoying to accidentally hit the call button.	1	-3
684	Would love to be able to print right from the app instead of having to go through the browser or open it in another app Otherwise very convenient	2	-1
653	Please fix the crashes , bugs and if its possible ,make the App faster	2	-1
300	What is the point if I can't open my documents?  I'm switching to Pages.	1	-1
679	I'm using this to exchange tracks for my bands new EP, so I can review what we have down so far I like the app, and the program a whole lot, but my WAV files only load and play when I have a wifi connection I personally don't have wifi and the house I live in chooses to keep it that way Hopefully this is just a bug that they can fix up because if it wasn't for the files crashing, I'd give it a full 5 stars Hopefully this review will make that difference p	2	-2
181	Note 3 online not working Couple of weeks ago im able to play in online and now it says cant connect check ur network, but i have highspeed internet	1	-1
66	Crashes on lenovo tablet After a while this app keeps on crashing and loses work !	1	-2
1099	Worst Atleast reply and help   Worst since four days trying to register everytime they cut balnce for verification them send voice verification nd then fails that also  crap  negative star	1	-3
319	The one good thing about the last update ws the ability to make folders. But, you are not able to make folders inside folders. I wish you could. The bad things about the last update? Now typing has lag which is very annoying. I don't see how that happened since there is no crazy graphical interface or anything animated. The major thing that is pretty much a deal breaker for most people is the removal of the TAB button. I always hated that the TAB button was up on the ruler. I would prefer having only one shift key and place the TAB on the keyboard. But now i wish it was back up top at least. Now you have to go through a complicated process and menu to use it. I've stopped using Pages now since it is such a pain to tab unless you are using a bluetooth keyboard.	3	-4
492	Crap. Doesn't work. Try something else. Don't waste your time!!!	2	-3
33	Cant even play it on s3 mini Home screen tells me it is Not authorized on my device	1	-1
697	I always use dropbox with Upad, but this newest version can't open PDF files with Upad anymore plz update as soon as possible	1	-1
570	The inverted colors of the icon induce retinal after images, and in-app, the whiteout is hard on the eyes The experience on an iPad Air is one of huge expanses of white or badly contrasting off-whitelight blue and stencil-thin pale icons battling the brightness of it all The spartan look works fine on an iPhone, where there is proportionately less white assaulting the eye with the iPad, however, I keep trying to reduce the brightness of the display, but that only further impacts contrast and legibility   Also why is it not possible to change names of files or folders??	3	-3
1	Wont install Wont install on my tablet, keep getting -24 error.	1	-2
2	Sucks I can't see the pictures only wallpapers :-(	1	-2
3	Multiplayer is useless without in-game Chat. Please add in-game chat!	2	-3
4	Needs log in to Amazon Store? I paid for PicSay Pro and downloaded it from Google Play.  But when I try to open it,  I get a message that says I need to log in to my Amazon account.  But even though I'm logged in,  the app still won't launch. :-( What could be the problem?	1	-2
5	Doesn't work on Nexus 4...a joke! Very disappointed, this app doesn't work with the Nexus 4...is that a joke?!  Paid  8 for an app that doesn't work, sent an email to the developer, no reply...	3	-3
6	Can't read exel file correctly After updated yesterday. I can't read the exel file correct as original. Please help.	2	-1
7	Ok Everytime Im nearly finished it says the app has unfortunately stopped and then takes me back to the start -.- its getting annoying! fix it ....	1	-3
8	i cant play :-( it crashes after pop cap logo at start up. if you cant make it work then refund.	1	-2
9	Not working properly .wont download emails to inbox	1	-1
10	 :( The app closes everytime i take a picture  :(	1	-2
11	less then 1 star Downloaded and not been able to play yet as keeps crashing and closing	1	-1
12	Nexus 4 The game do not have any audio, please fix it!!!	2	-1
13	Can't open Won't open on my note 3 and I can't refund it...wtf	1	-3
16	Pretty wired Sometimes on 1st opening it flashes green colour and i need to close it and open again. 5 stars if yuo fix this.	3	-1
17	not workin bought tis today it download successfully but it start  but it keep freezin im usin the S2 not happy	3	-2
19	Does not take picture Every time I try to take a picture, it does not work. It stays at the camera screen, and nothing else happens but the scene getting focused.	1	-1
21	Why doesn't the music work Upsetting to have a clip made but NO music... Tried it for my business and this Is actually very disappointing.	1	-3
23	Could be good Doesn't load.... Moto  electrify m.... Fix and I will give a better review	2	-1
25	Slow.Buggy It takes more than a minute to open a file which is opened within 10 seconds in polaris office-Tab 2-3100. Needs speed improvement. Edit: It shows only a blank white screen when we try to open some .doc files!!OMG Developers! I hope you have tested the file which I have sent to you.	3	-1
26	"Connection Lost I've been ""promoted"" to the same rank three times!"	1	-1
27	Won't download? Keeps saying downloading, but i have wifi with five bars and 150 speed	1	-1
28	Bad!!! When i want take a picture, the picture from my camera phone is not shown, just blank.. plis fix it. My phone is samsung galaxy young s5360	1	-3
30	Wont open Game says its looking for resources but it cant get them	1	-1
32	"Won't download the initial data. 40 times in a row "" a problem has occurred "" don't even know why I'm posting this. Gaylost don't acknowledge anything from any of their customers"	1	-2
34	notification won't refresh I don't know what happen, after the last two updates,  it always shows error dialog box, and the notification won't refresh..	1	-2
35	Update The app refused to update but others would. Had to uninstall.	1	-2
36	It crashes Every Time!!!	2	-1
37	Sucks Forces close when trying to post on instagram	1	-2
38	Really bad It won't open after the first time I used it	1	-3
40	No support Sent two emails in between days and  I can't get help. Paid for this but can't use it. I can install remote release but not this. Keep saying couldn't install to USB storage or SD card	2	-1
42	Game will not install. Only displays 0MB/0MB download status screen. Note 3, Android 4.3	1	-1
43	Doesn't open. When I launch the app it just displays a light gray screen and does nothing.	1	-1
45	Won't launch on my Galaxy S4 All I get is a black screen.	1	-1
46	Sony xperia sp Sony xperia sp native resolution not supported	1	-2
47	Problem while activating Iv been using viber since a long tym nd it has never dissapointed me but I just deactivated my account for a day nd den I try to activate...I dont get my code by txt nd neither do I get a call...im trying again n again please fix the problem	2	-2
48	Pay version still spamming I bought the paid version and I can still see promotions in the dashboard.  Remove it!  Edit: Developers asked me to disable promotions.  I did so, there seems to be an option to autocheck new promotions .  However,  this only disables the updating. The annoying ad-bar is still visible on the dashboard displaying a generic promotion of their products.	1	-3
49	Doesn't work A poor app unfortunately. It started loading pictures then took me back to homescreen with no video or upload.	1	-2
50	Not happy I downloaded this app because I have the first one and I loved it but this one will not even load on my phone all I get is a black screen and music plz fix	4	-2
51	Rubbish Avg free was good, since puttin the pro version on my phone, the phone has become glitchy. Please sort this avg.	2	-3
52	Disappointing since it will not install disappointing since it wilI not install	2	-2
53	Game keeps crahing on me please fix.	2	-1
54	Won't start Will not start without an internet connection and won't start half the time with one. This is on Asus TF300T running 4.2.1	1	-1
56	bugs bugs bugs lots of bug i cannot login anymore...my device lag when trying to open the app...fix this sucks!!!	1	-3
57	Unable to play Just opens, rotates then closes, uninstalled then reinstalled and still nothing	1	-1
58	LG Spirit many bugs sometimes it wont shoot a picture and i have to reopen app, orientation when I rotate phone works about 20% of the time, touch to focus is terrible, focus in general is terrible no matter what setting and other things as well. HD CAMERA PRO takes MUCH better pictures and its free. Quit adding so many features...who cares what frame i put on a blurry picture?	2	-4
59	Crashes since update Crashes whenever I go to the purchase coins section. Purchased coins but they dont show...	1	-1
60	Unclassified Always I don't get connected even though I have enough net band width.... unable to to line call	1	-1
62	Coins not Credited! Great to have the game finally functionally complete EXCEPT I bought coins and they were NOT credited to me!!! Popcap please help!	3	-1
64	Not able to detect virus This antivirus is not able to detect the virus which is eating up my phone space....this is not at all like AVG in my pc	2	-1
67	Norefund wtf Seems like a nice game but not working on sgs2 gets freeze on starts :( & no refund wtf you	2	-3
68	Need for speed most wanted Would be a good game if it would load up as have it on my iphone.not working on my tablet thouhh	2	-1
69	When I tried to download it was invalid	1	-2
70	In game purchase not working Games shuts down when I first tried buying or when tying to restore the purchase. I will change my rating when you fix this.... I gave you my money, the last you can do is have a fully functioning app!!	2	-1
71	No good. It will let me make them but I can't share them to anything like Instagram!! :(( please fix this soon.	2	-1
72	Multiplayer cant join Cant join games, just keeps searching. I tried custom join and says error can't join	1	-2
73	Bummer :/ Seen a friend post a video on Facebook then I downloaded the ap.. all I can do is select photos and it won't let me continue after I have chosen which ones I'd like to use.. :( it keeps telling me there's an error	2	-2
74	Server error In Belgium I bought on PlayStore and says need extra 160 MB to download, but always get server error 5002.  Thanks for taking my money!	2	-2
75	Doesn't work well After few weeks it stopped working with box. Sent 2 emails to support no reply.	2	-1
76	Lame Screen goes black when focusing. Lag. Long initialization. Please fix some.	2	-3
80	SO DUMB. I paid for this game. Tried to download it and it won't let me...I also can't get a refund! FIX THIS!!	2	-2
81	cant download error code on installing..920.. pls fix it..	2	-1
82	update kept crashing What was a barely usable programme to begin with, kept crashing after I updated. So I have now Uninstalled it.	1	-1
83	Didn't work Ive been trying to download this game for a week and it will not load at all disappointed because it looks like a great game	3	-2
84	Badd The New Updated One Sucks . It Dosent Even Save THE picturess.	2	-2
85	Pls fixx I cannot make a comic character... When I choose COMIC and after I choose the pic I want... it always goes to EMOTICON....  pls fix.... Because I until now I can't make a photo using COMIC..	1	-1
86	Shocking Played this on a iPad and it was quality. Download it on my Xperia z tablet and the game is upside down. It is impossible to play and gone past the refund stage, no worth risking losing 2.99 in my opinion	1	-3
87	Hii I try to download my sony Xperia T but buffering after cut please fix it Not working	2	-1
89	Where are my freakin coins?? I just bought the best deal and it has not gone through. Dont make me press charges.	2	-2
91	Please It won't let me sign out plz fix plz I have a rca 7inch tablet	2	-1
92	Album function needs improvement Current version opens up all possible folders which includ cache files which should be selectable from settings to avoid unnecessary browsing resulting low productivity.	2	-2
93	Hhfg Too slow to download	1	-1
94	Okay that's it!! Everytime i download this app it says that it's finish downloading and then when i search i don't found it and when i open the playstore i open viber and it says that i want to download it again!!	2	-1
95	Seems fun This seems like a fun game but keeps crashing whenever it goes to a new screen. I think it takes to much ram.	2	-1
96	Need help How do I connect to my game server, Thank You but only 2 stars till I get an answer :-D	2	-1
97	Not good now game Game freezes don't know why please help can't get out of game	2	-2
98	Fine game. but doesn't sync accounts car only achievement.	3	-1
99	So slow loading at first Buggy new update	1	-1
100	Frustrating!!! It just freezes up and you have to start all over!! Urgggg!!	2	-4
101	Hey Whats wrong with this app... It does not allow me to.choose pic from gallery..	2	-2
102	Awww :'( It cant be download! So slow. I delete my one app to download this only but ive tried how many times but it cant be.	1	-2
103	No movement buttons Cant see movement buttons on latest S4 Android...bit pointless with them! Cant refund either...a little disappointed	1	-2
104	Doesn't work Looks cool but doesn't work with my gs4 just a black  screen with narrative voice	2	-1
105	Problems I signed out and tried to sign back in later and it says i have no pages to manage.	1	-2
106	Poor ! Why it doesn't work? I've captured my face then it shown processing but nothing happens and keep returning me to the camera. Please fix it . I'm using galaxy tab 7.0 plus	2	-2
107	Error 5002 On devices with on screen buttons. When I downloaded this game first I was greeted with a 5002 error. After some investigating(No Thanks to popcom or EA) it turned out to be the soft buttons interfering with the game. When I changed the navigation bar size back to stock it seemed to work Ok.	2	-2
109	Can't read text boxes well Decent, but can't seem to read documents with text boxes and images very well...	1	-1
111	No Background download support Doesnt download files when mobile is in sleep	2	-1
112	i cant switch my acc old version is better -_- at least i can change my acc	1	-1
113	Battery hungry beyond belief if I had the application open, a full charge can be gone in 4 to five hour, while normally lasts 16... have to keep it open just when needed.	1	-2
114	Update is a rip off. Newest update causes performance issues and pretty much requires you to buy coins to unlock the extras. I already paid.for the game so this is a slap in the face. Don't even play this game now because of the price gouging.	3	-2
115	Very fun game yet buggy Absolutely no sound in game and several game crashing bugs through story mode	3	-1
117	New update crashes Can't do a scan without it crashing.	1	-1
118	Broken Multiplayer Multiplayer doesn't work at all, I just get failed to connect every time. Would give 5 stars if online ever gets fixed.	1	-3
121	Still crashes Crashes on my Nexus 4	1	-1
122	N4 kitkat Still getting dark images on pictures taken with flash despite update.	1	-1
123	Hmmm Messages I receive on my app don't show on the laptop version of Skype and vice versa.	2	-2
124	Can not edit PDF :-( I just wanna note something in PDF .but I cant.	1	-2
125	Samsung s3 Amazing graphics but it keeps crashing..either during the race or at the end of it!! Please fix the definitely 5 stars!!!!!	3	-1
126	Missing a very basic feature This is a great camera app that's useless to me because they've neglected a basic function. First the pros: the interface is intuitive and easy to use, the self-timer is fully adjustable (rather than just having a 2 and 10 second option for example), and the editing options are also easy to use. However, I will not be using the app because of the lack of manual cropping. The crop menu gives several size options, you choose one, and the app....automatically crops your picture. Do you see where this is going wrong? I suppose if your pictures were always perfectly centered and you just wanted to get the correct dimensions, this would work. Me, I don't always have my perfectly composed shot. I use my phone to take many pictures of my (moving) children, and often I have a lot of space on one side that needs to be cropped out to make a good shot. A camera app that automatically crops in the center and doesn't give me the option to at least adjust the cropping is absolutely useless to me, and a complete waste of the money I paid for it. I looked all over for this feature, thinking they can't POSSIBLY have neglected such a basic function, but it is glaringly missing.	3	-4
127	Large file dont u think? The file size it waaaaay to big for what it is make it smaller plz!	2	-1
129	Annoyed I would like to log in one time and it stays logged on. Also my camera would not work on here but it works fine with my other apps.... need to fix asap.	3	-3
130	Glitchy Would never load my new emails. Switched back to native email client on my Note II.	1	-1
131	no bluetooth does not have blue tooth. i cant use wifi to play with my brother either... ?? apparently android is meant to have bluetooth and i dont have that option	1	-1
132	Free call Please fix for the free call issues always laggy even in the superb signal condition..	2	-1
133	Developers nd attention here. Aftr processing the quality of the picture gts dampened or turns bad... need to fix ths all	1	-2
134	Nice app, but cache size hogging the internal memory space. Nice app, but cache size hogging the internal memory space. My note 2 cache size for the app now 600mb    . Please look on this. Thx.	2	-1
135	Popularity from Herd Behavior Millions of users can be wrong. This app and application has a poor interface,  allows all sorts of strangers to harass you,  is not intuitive.  The messaging only works sometimes, no indication of it has been read or not.  It is a bandwidth hog. Corporations hate it on their networks. Oh and I still have out installed. Part of the herd....  :(	2	-4
136	Great game but..... I really like this game but it wont display properly on my Samsung Galaxy Ace. I get a white background. Please fix or I want my money back.	3	-1
137	NEEDS FIXING Everytime I get ready to use the picframe and go to pick a photo when I return to the frame it only shows the texture. I have to go through this same problem everytime I use it. Restarting my phone is the only way to get it right up until I want to use it again. Please fix!! ASAP	2	-2
138	Loved it until... The most recent update has left me less than pleased. Double posting pics, messing up the way cover photos look, it's NOT better in fact it's worse. I use to give it 4 stars now it barely gets 2. Please fix before I lose more fans.	4	-3
139	Keeps crashing Good game but keeps crashing.	2	-1
140	Functionality is as advertised, but still buggy I use DSLR controller via wifi on a 6D. During operation varying function such as aperture control, white balance, etc would cease to react irreproducably. Timed bulb exposure (being the only advantage over Canon's own app and the reason why I bought the app) causes the app and the camera (!) to crash. Disappointing and expensive. I keep hoping for more reliable updates.	2	-2
141	size Its helpfull. Bt it converts large size photo in very small size.  I don't like that.	2	-2
142	Wont create team The game is good but when I try to create the team all I get is a go back button.	2	-1
