id	comment
1347	We use open table all the time!  Love this app!!!
1715	Good
187	A si ma digama Oora flora
291	Superb app Easy to use , truly indispensable to xda forum user's    Get it now!
643	Office suite pro Works great
1210	Perfect for storing all the crazy pics you have.
1092	Love this app because it helps me keep my finances in order. Easy to use!
621	Best game I've played on Android
1815	I've been using Evernote since 2005 when I was in college It's a wonderful service and up until the iOS7 redesign the apps have always worked great   But the design of this app is terrible  It's jumbled, confusing and lots of advertising for their service add ons and 'news' get in the way of core functionality   Please redesign the app  Again
1327	Love it
945	I'm ten and this stuff does not scare my and I'm  10 YEARS OLD!!!!
550	Gut Es ist gut
1681	I love keek
1820	I love using Evernote for its simplicity, ease of use and effectiveness I use this tool for work and personal purposes Mainly for taking notes at work meetings, eliminating the paper clutter (both work and personal) I really like its integration with other SaaS tools Recently switched my wife to Evernote for storing scanned documents
1814	When I put things into my dropbox folder on my desktop, I can find files by date modified, by name, etc  The app has an incomprehensible and un-modifyable sorting function  It's almost impossible to find files within the app  Once you find them on your phone, I believe you can 'favorite' them  But the challenge is to find them
1450	Excellent and very convenience for me, using my iPhone.
1348	This app is the best, so helpful
1118	I use skritter for learning Japanese and it's an application that requires flash, however I mainly study on my iPhone and probably wouldn't keep up with the SRS if I was only able to access the program on my computer. Thanks to splashtop, now I can practice on the go. (that sounds like a infomercial lol)
972	Best app in the entire world
1803	Very user friendly Easy to use and easy to be directed Wished for a better gps function
1322	For simple transfers and just checking up on your account, this app is golden. For anything else, I cannot say either way.
1444	They should add the photo editting option.Then this app would be perfect.
766	Excellent From the developers of the best file manager for android. Works like a charm on my S4, Droid Razr and Note II.
1146	Like the visuals of this app a lot, like how it updates weather as to where you are :)
61	Sucks Forces close when trying to post on instagram
1120	Must have
33	My account has been debited for 2.99 though it said its up on sale for 0.99 :(
1492	"Helps with the hard to find SoNGs..."""
554	Pretty good! I've edited many photos using this application already. Something to probably address is the photo not always saving what you're looking at in the preview. The beautify tool is a good example of this, as it may look fine in preview, but when you save it, you don't exactly get the same quality. Sometimes it turns out a little pixalated, but overall a remarkable app! I use this in conjunction with other apps.
1113	This is a short Halloween story. There are several puzzles and a simple story showing Mickey who is later joined by friends. My 2 1/2 year old will probably like it, but the 4 year old will be bored quickly. For one dollar this is ok.
584	Good App.. Love It....
953	It's just getting better and better. The signature capture is a huge time saver. Ever wonder how to put your contact info from their email into your Contacts, just copy their signature into this app, it will separate into different fields and put them in your iPhone Contacts. How great!
295	Mr.? Are u spying us?
179	Good tools, good organization, multiple bugs On an Asus MeMO pad this suite was a good looking deal when it was $.99 at Christmas. Since started using it for homework while I'm sitting out away from my pc. It's so buggy I can't use it. It insists I type in some other section of my document and moves the cursor randomly to another portion of the document while deleting text. Don't pay for this if you have an Asus MeMO tablet.
1102	Cooooool app ??????
521	Good but Was running perfectly before the update,task killer no working Displays no tasks
984	This is a great app ...
599	Ganz gut..aber.. Gefllt mir super. Nur die Werbung nervt -.- ist aber ja ntig..
1590	Great weather, eazy to understand.
1265	it needs to be more like the pokedex from the show
1420	a competitor to square but backed by a larger more established company so i trust them a bit more
1458	Still old school and use a map and compass. I do like to use this app when I have gone hiking in the mountains.  So far it has done what I wanted and finding more applications with the app that I like.
1408	Easy to use. I wished it was able to determine what hole you were on.
526	Nice app Nice application. Keeps boredom away
558	Excellent Excellent
868	Great app, just what I needed. Thank you
249	Keeps auto-deleting every 3 days This app is quite nice but ever since the last update it keeps auto deleting. I have re-installed it thrice including today. That is just wrong!
1180	It's as accurate as any weather forecaster who gets paid good money for often being 100% wrong. So far this app has been close enough to allow me to dress appropriately so who cares about too much scientific input. I just don't want to be carrying an umbrella when the sun is shining.
854	Thanks Flight tracker, just missed flight because flight tracker gave me Completely incorrect flight delay information!
1255	Hi, folder
789	Great app love it Can't get any better
674	Geil
400	Not safe brouse
996	One of my favorite outdoor aps!
355	Getting better
578	I like it
52	Load of crap DOES NOT WORK I WANT MY MONEY BACK BIGGEST JOKE EVER
1573	Addicting!
266	Good Good
1335	Very detailed gps even tracks laps at my local park
401	Helo Its very slow  .
1813	How to add voice memo from the iPhone?!
345	It's cool with me
1436	I've never had a problem with this app. It works fine and I haven't had it glitch or freeze on me. I really like it. I do wish i could search more recipes from the app. I've been having to go to the website to get more recipes, which isn't a problem, but it also isn't as convenient as accessing them from the app.
1016	Helps so much with meal planning and grocery shopping.  Cuts time off of both those activities.
1717	Serves purpose so far.
956	I love this app it makes my day when I need a good laugh
987	I don't like the update with all the slingshot gadgets
263	Galaxy s4 and nexus 7 Excellent game, works beautifully on my s4 but tried to play on my nexus 7 and you can't see anything, just shadows, please fix this bug on the nexus 7 , will give 5* once fixed
494	Good app! Useful for my needs.
1224	I love this app!  Music on top of music ?
720	Good Outstanding
839	I keep tabs on my brother's flight info,  as he travels for work quite a bit. I'm a worrier by nature, so it's wonderful to be able to see the progress of his flights. I've always been able to pull them up easily & they've always been accurate. Great job!
1816	This app makeup so easy to take great notes and I really like being able to record audio of someone speaking wile I'm typing notes!
371	Okay This game is great. Can't what for the new one
102	Hk$7.7 only So cheap!!!!
404	Good Very good
1696	great items. Fast, easy ordering. Love fab.
1623	Somehow I lost my contacts. This app got everything back for me
239	Good Like
265	Pankaj Nice...
749	Spitze Das Spiel ist super!!!
1554	"Got my blood test results 2 days after my blood was drawn from my doc. 7 days later this app still says my results are ""in progress"". Not at all a food app for getting something so medically important. Always trust a phone call to an app .... They need to upload the results quicker or not have an app! Sucky !!"
1638	Very surprised that is so much useful.
361	Simply good
1171	This is cool app I've used before.. but no search function.. ^^;;   I need it much..
1147	This ap really is handy and fun.
1619	"Takes the translation rather literally. Most languages other than English don't say ""what's your name"". If they could add a common phrase translator function then it would be just that much more accurate"
1584	This app is one of the most useful apps I have!  The flexibility to insert and organize decks, the syncing with other devices, and the ability to dictate in notes is awesome!!!
1737	I love this app c: now I can take a pic of myself without having to hold it like always -.- <3
532	hallow no beep
1526	Needs the ability to see two devices at the same time on the same map, without having to switch back and forth. Also, would like to have the ability to preload certain maps. Takes too long sometimes to load maps over cell signal. Preloaded maps would eliminate that problem.
1695	App is a pain to use because requires u to enter password each time after a brief inactivity period.  Unless u setup password protect on your phone, u can't get the app to save your password like other apps work.
445	Hi Cool
1263	"Excellent addition to the Angry Birds games. Great new features, challenges and visuals. If you are an Angry Birds fan, this is definitely worth it. The new ""orbit"" launching is very neat and a nice, innovative twist on the game. It's definitely harder... At least in my opinion, which is a good thing. Get it."
53	Seren
1711	Great
1058	This application has been a lifesaver! It actually remotely sinks with both my IPhone and IPad . I love it!
8	FRAUD I PURCHASED THIS GAME BUT ITS NOT SUPPORTING MY CELL S3 I WASTED MY MONEY ON THIS PLEASE HELP HOW TO REFUND MY MONEY
184	a a
1215	I wanted to join a chat not make 1
167	Don't have SD card! Trying to force me to move to SD Card.... No SD card on Nexus!
618	Great Awesome app !
997	Worth every penny I spent.
511	Good Good.. but does this app only works when theres internet connetion?
1045	What a great help on our trip!!!  It helped us maximize our time in the parks!!!  A must have
93	Unclassified Always I don't get connected even though I have enough net band width.... unable to to line call
272	Note 3 online not working Couple of weeks ago im able to play in online and now it says cant connect check ur network, but i have highspeed internet
1746	It is Very Annoying that it won't change to horizontal view on my iPad. I use an attachable keyboard which requires horizontal layouts. Why doesn't this app switch like the REST of them?
1464	Great way to save!  Thank u
28	My gallery app does better than this Trash
1804	Great application One of the great application for chat Please just increase the upload limit That will be very useful
1401	Thanks for the thought & effort that went into creating this app.  Very handy for those of us that love the outdoors & natures transitions.
1294	Awesome game
1783	??
1048	After promise of update, all that was added was a few more so-so photos with annoying ADS.  I don't know why developers cannot be upfront about ads in stead of being so sneaky.  Get houzz which is million times better and more and ad free.
1718	No iPad Layout, No Landscape View, FAIL!  Update with iPad features, and my rating will go up!
889	Apparently I am not allowed to have my own values so this app has decided what I can and can't see. Unlike the rest if this country - I don't need anyone   to hold my hand and tell me what to do. Bring back the personals section you Idiots! I used to love this app for business and a good laugh, now I don't think I will use it much at all. Very disappointed with this update!!!!
1001	Love it!
203	Leute Das spiel ist ein bisschen fail
767	I love this app. Use it all the time.
582	Good Best
873	Doodle jump is sick. I love it! He's so freaking cute!
1460	Very good!
615	I love it Its complete no need to look any further. So far I can do everything I can think of with my photos.
882	Excellent
502	Startup fixed, not bad. Seems like they fixed the startup issue.
122	Nice
751	Samsung galaxy tab 2 Nice app.
349	Good Its nice
1153	But wish it had better ability to copy WODs if you do it more than once.  Update: this app has come a long way and is really awesome now!! Love it!!
534	Nice antivirus One of great antivirus
1654	Oovoo is so amazing I love it
1384	By the end of the story, I wanted to meet the reader! Why a great app!
772	Great app This app work greatly with my samsung galaxy trend! I ? this app!!
1607	Accurate
1152	Great way to keep up on your crossfit progress.
1041	Excellent app, integrates well with Google Reader. A must-have app on all of my iDevices.
523	So far no in app purchases!
1761	Good
253	It's a handy app For GMX users. Can be a lot more prettier, perhaps like gmail? Or is it too much to ask ;-)  Edited on 10/8/2013: extremely poor app. Too buggy. Shocking, especially coming from Germans. Have so much respect for German engineering!
1634	This is the best weather app ever! Great job, it totally outclasses other weather apps.
745	Ok Good game
1594	Great and useful app. I have nothing bad at all to say about it. It helps me find the best deals on gas around the city with little to no glitches. Does what it's supposed to. 5 stars!
641	I love it I use this for all of my pictures
1600	Fort lauderdale. Il Lugano is making us feel like royalty!  Friendly, and bending over backward to relax us at the end of a long travel day.  Great app with great hotels!
1812	I can't share folders!  That was the only reason I made a Dropbox in the first place  Ugh
545	Cute I love it <3
1762	Hi
55	krieg das Game net auf Ich krieg es net auf.. ich kann es net spielen.. was ich sehe ist nur der black screen.. bitte hilft mir danke
949	good app, but to make it a great app, video would be a great feature. A must need is to make the timer continuous. After the 5 sec. countdown it would be great for it to restart automatically for continuous self shots. Please add that.
892	Awsome
1437	I also like WW Kitchen and often add my own recipes. It would be great if the two apps were integrated so if I added a recipe in WW Kitchen, I could pull it up in WW Mobile.
1798	I love pasting notes to ever note I paste my passwords I paste copies of receipts and anything that I need to locate later and I can easily find it in one location the search option is very handy as well I WISH THE INSTRUCTIONS WERE CLEARER
1397	I love this app! Works like a charm on my iPhone 4s!
1398	Helps me lots when I'm on the road a spending nights away from home. Helps me get/stay sleeping.
1	Manual controls are horrible I cant be using tilt all the time.. this game is partly useless for me, feel like I wasted a dollar... No fun without manual control. Touching edge of the screen, to steer is what I use, like asphalt 8.
2	No help function. Wtf?? No idea how it works.  Just kept blowing myself up.
4	What? Virus detected after i update?? Need to uninstall..
6	Paid app  and still needs to pay more? Really?
9	good game but... I paid for it and not only do you now charge for all the extras, but you serve me ads too!
10	Can't read exel file correctly After updated yesterday. I can't read the exel file correct as original. Please help.
11	Can't get a response from Developers The game itself isn't bad. If anything,  a bit monotonous.  However,  the manual is less than desirable,  specifically when speaking about how to feed cows. I figured out meadows on my own, but cant make straw bales for the life of me. And, this is apparently hkw to create manure flr fertilizer. I have emailed the developers, amd received no response. VERY FRUSTRATING! You spend money in the game for equipment that you can't use.
12	Utter waste and complete crap The graphics aren't working I had to pay for it twice and reinstall but the third time only one car was in colour please fix... I thought it would be as good as rr3
13	Its so slow Its so slow man.
14	really needs ta fix this app it's acting fofo tired of uninstalling thus gay app
15	It does't work. It is asking me for a wi-fi or 3g connection... Not recommended. I'll ask for a refund! Not working!!!
16	Sequel only on ios? So the developer released the ios sequel before android when there are far more android users, are you stupid?
17	Not working properly .wont download emails to inbox
19	>:( The app closes everytime i take a picture >:(
21	less then 1 star Downloaded and not been able to play yet as keeps crashing and closing
22	Very bad
23	Trash-Game Das ist der letzte Müll. Voll scheiße zu steuern ! Nicht runterladen !!!
25	Nexus 4 The game do not have any audio, please fix it!!!
26	Can't open Won't open on my note 3 and I can't refund it...wtf
27	Waste of money Not downloading
29	Pathetic
30	It sucks When I press ? nothing happens plus I can't even share the videos I make
31	Galaxy Note2 This paid app Sucks there is NO PM option like on the free app
32	Buggy app broke by update Another paid app fail.  Edit: back to 1 star again! Now crashes everytime a battles won.
34	Pretty wired Sometimes on 1st opening it flashes green colour and i need to close it and open again. 5 stars if yuo fix this.
35	"Ruined by DRM I tried to play it, but all I get is, 'Can't Access License Server"" - really?  DRM is destroying games on my mobile devices too??"
38	Poor image quality App looks nice, easy to use, but image quality is realy poor.
39	Why doesn't the music work Upsetting to have a clip made but NO music... Tried it for my business and this Is actually very disappointing.
40	High hopes shot down... Been looking for an open office port for Android for quite a while and thought I hit the jackpot with this one unfortunately way too clunky and no way up to optimized for tablets will keep looking
41	Won't install. Got a Nexus 4 with loads of free space but installer says it has 0 MB available.
42	No work - Galaxy Note 8.0 I'sorry.
43	Made phone slower Better apps for this kind of stuff out there. UNINSTALLED!
44	Crap No way of signing out. No privacy if any1gets there hands on your fone. Very poor!
45	Could be good Doesn't load.... Moto  electrify m.... Fix and I will give a better review
47	Keeps Crashing! Installed, on the loading page and it crashes! Tried re-installing, shutting down my phone still the same. Please fix this and I'll give a 5 star rating.
48	This game sucks
49	Doesn't work I am very unsatisfied as i have bought this on a samsung galaxy s1 and loads on to the screen with the grass rolling out then crashes if you have a galaxy s1 do not buy this game as other galaxy s1 users have had problems with it
50	Slow.Buggy It takes more than a minute to open a file which is opened within 10 seconds in polaris office-Tab 2-3100. Needs speed improvement. Edit: It shows only a blank white screen when we try to open some .doc files!!OMG Developers! I hope you have tested the file which I have sent to you.
51	Gettin stuck most of the times I also wasted my 3 quid I think its shame on the N.F.S game designers deciving people like this.. we dont expect these from them.
54	Bad!!! When i want take a picture, the picture from my camera phone is not shown, just blank.. plis fix it. My phone is samsung galaxy young s5360
56	Pile of sh!t worst app ever!
57	Good but wth Its a good camera and everything but it used 1.00gb of my data last month. What the heck is that? What is this sending out?
58	Lame Just stick to Auto Awesome on Google+.
59	Not gooood at all >_< I don't like at all u can download only one pic & i want to download albums or videos tooo that's sucks >_< >_<
60	Update The app refused to update but others would. Had to uninstall.
62	summer ok
63	Mb Viel zu viel mb da kan man ja gleich mcpe runterladen und es hatt noch weniger speicher
64	Hate it it ses that I can't play because I have an error
65	Does not property work on the 2013  Nexus 7
66	Not working. I have a wifi printer and when I try to print from my droid RAZR Max HD it says need to download update.. then when I try to download update, it says Update cannont be completed. Error. Fix and I'll change my rating. Or advise me what to do.
67	Worst app, dont install it,its full of spam
68	Won't launch on my Galaxy S4 All I get is a black screen.
70	No more Chathead Popups? Gees that's the only reason why I installed this app and now it's gone :| bye messeger :(  I don't like the Facebook app either, just another app that eats ram... --&gt;Browsers, all in one
71	Seriously needed permissions?? I think not!! Why in the world would I give anyone or application the right to make phone calls through my phone, edit my text messages and send them, take video and pictures?? This is sadly getting worse with each update and this is supposed to be a security program??? I was pleased at first with this app but have no respect for it or the idiots coming up with these updates. This needs to stop!!! Next you will need to access my credit report. Here's an idea, DELETED!!!!!!
72	Terrible
73	Sony xperia sp Sony xperia sp native resolution not supported
74	Problem while activating Iv been using viber since a long tym nd it has never dissapointed me but I just deactivated my account for a day nd den I try to activate...I dont get my code by txt nd neither do I get a call...im trying again n again please fix the problem
75	Pay version still spamming I bought the paid version and I can still see promotions in the dashboard.  Remove it!  Edit: Developers asked me to disable promotions.  I did so, there seems to be an option to autocheck new promotions .  However,  this only disables the updating. The annoying ad-bar is still visible on the dashboard displaying a generic promotion of their products.
76	Upside down HTC one. Yes upside down
77	Cak
78	Doesn't work A poor app unfortunately. It started loading pictures then took me back to homescreen with no video or upload.
79	Does not work Spent 15 bucks on software that will not install! Contacted company - no reply how to fix and no refund! Have for iPad and iPhone works there - forget it on android - they can't be bothered to respond so don't waste your money.
80	Not happy I downloaded this app because I have the first one and I loved it but this one will not even load on my phone all I get is a black screen and music plz fix
81	Unauthorized Upon opening I was prompted for an update. After that finally finished I started it up and got a message saying the app is unauthorized on my device. It took so long to update I couldn't refund. I'm not sure if it's claiming I've stolen it or something, but its pretty unacceptable for a legit purchase that was made avaliable for my model. Then I noticed its now EA and not popcap, so I guess that explains why I was cheated out of money.
82	Purushottam Gupta
83	Good Good
84	Fix it What has happen to the weekly levels
85	Rubbish
86	Game keeps crahing on me please fix.
87	Can I go back to older version? Loved the app, was quick and always connected until the last update.  Have tried every suggestion.  When I first open it, nothing happens, it just sits at an empty screen.  Have to close and reopen several times and it is so slow to connect now.  Hope it improves.  To be fair, I am having same is with lastest tappatalk upgrade also.  Galaxy Note
88	Not good Very basic editor with in app purchases
89	bugs bugs bugs lots of bug i cannot login anymore...my device lag when trying to open the app...fix this sucks!!!
90	LG Spirit many bugs sometimes it wont shoot a picture and i have to reopen app, orientation when I rotate phone works about 20% of the time, touch to focus is terrible, focus in general is terrible no matter what setting and other things as well. HD CAMERA PRO takes MUCH better pictures and its free. Quit adding so many features...who cares what frame i put on a blurry picture?
91	Crashes since update Crashes whenever I go to the purchase coins section. Purchased coins but they dont show...
92	Awsis Very nice app
94	I
95	Camera DOOM FX Pictures will not save to external SD card.  In fact they are saving to a temporary folder and are not even showing up in the gallery. Emailed Dev replied dealing with it, have heard nothing since.
96	BAD The app did not open
97	Buleh kigho Tok jadi apo
98	Unusable Unusable. Whem trying to find the right forum it takes forever to scroll down!
100	Bad App This app is dumb because it really don't do nothing
101	I have already paid I paid for the game now they want more money for the whole experience.
103	Burn in hell EA! Everything you touch turns to offal. You are the epitome of human greed.
104	Crash Hope u like sending error    reports
106	Hang all the time
107	Lousy This print tool is not worth your money!:-(
108	In game purchase not working Games shuts down when I first tried buying or when tying to restore the purchase. I will change my rating when you fix this.... I gave you my money, the last you can do is have a fully functioning app!!
109	Multiplayer cant join Cant join games, just keeps searching. I tried custom join and says error can't join
110	Kann nicht spielen Wenn ich spielen will muss ich etwas kaufen hab aber zu wenig Geld:-(
112	Not free
114	Bad I got this and it willnot install on my cell and now if willnot refund me very uncool ...
116	Slow
117	Bummer :/ Seen a friend post a video on Facebook then I downloaded the ap.. all I can do is select photos and it won't let me continue after I have chosen which ones I'd like to use.. :( it keeps telling me there's an error
118	Sgt teruk Kerap sgt nak d kemas kini
119	Server error In Belgium I bought on PlayStore and says need extra 160 MB to download, but always get server error 5002.  Thanks for taking my money!
121	Very upset with this Downloaded this tonight. Cant open app. Keeps coming up, unable to contact server license. I paid 2.99 for this, can you help me fix this or refund me? Please dont delete my comment again and answer
123	Poor in comparison with Yahoo! and Outlook Poor
124	Galax s4 Can't search for friends online
125	Too lag Too many ads..make my hp lag
126	Kake Das ladet garnicht mehr -.-
127	Doesnt work Teamspeaks preloaded channel works, but app crashes upon connecting to any other server. Too bad, could've been useful.
128	Doesnt work Teamspeaks preloaded channel works, but app crashes upon connecting to any other server. Too bad, could've been useful.
129	SO DUMB. I paid for this game. Tried to download it and it won't let me...I also can't get a refund! FIX THIS!!
131	update kept crashing What was a barely usable programme to begin with, kept crashing after I updated. So I have now Uninstalled it.
132	Sche.... Werbung Nervt nur
133	Didn't work Ive been trying to download this game for a week and it will not load at all disappointed because it looks like a great game
134	Poor Don't care for it
135	ACHTUNG Suchtgefahr Fr Zwischen drin gut ich fnde ein paar neue spiele super!!
137	Still work to do please change it......... Not impressed needs a lot of work ........
138	Badd The New Updated One Sucks . It Dosent Even Save THE picturess.
139	Shocking Played this on a iPad and it was quality. Download it on my Xperia z tablet and the game is upside down. It is impossible to play and gone past the refund stage, no worth risking losing 2.99 in my opinion
140	Terry Slow printing pictures
141	Alsoooooo pou Pou is geil wenn ihr mal tic tac pou zocken wollt gebt poufrendo ein!!!!  PS.Geiles game
142	Discrasefull They make us uninstall just to charge us 1.99 when you can download or free I would of never used it again but my online job is through teamspeak and I'm always on the move ducking bankers honestly
